0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
fluctuat 0.00012065491487795756 6.0154717934527604e-05 0.0003031078021842706 4.973516027155397e-06 5.452240643727879e-05
73 4.8261965951183025e-05 6.0154717934527604e-05 3.7888475273033827e-05 5.4708676298709375e-05 0.00016356721931183637
refer 0.00013272040636575332 0.00010827849228214969 0.00016102601991039377 8.952328848879716e-05 2.2717669348866162e-05
swap 1.2065491487795756e-05 1.203094358690552e-05 0.00046413382209466435 2.9841096162932385e-05 1.3630601609319697e-05
155 6.032745743897878e-05 1.203094358690552e-05 6.630483172780919e-05 4.476164424439858e-05 0.00017265428705138283
semiconductor 2.4130982975591512e-05 1.203094358690552e-05 7.577695054606765e-05 0.0002039141571133713 3.634827095818586e-05
bass 0.0001085894233901618 1.203094358690552e-05 9.472118818258457e-06 0.0002287817372491483 1.3630601609319697e-05
link 0.00016891688082914058 9.624754869524416e-05 0.00016102601991039377 7.957625643448636e-05 2.2717669348866162e-05
left 0.00012065491487795756 0.00014437132304286626 0.0001704981387286522 6.962922438017557e-05 2.7261203218639394e-05
survey 0.00024130982975591512 0.00013234037945596074 0.00018944237636516913 4.973516027155397e-06 3.634827095818586e-05
leader 0.0002171788467803236 0.0002526498153250159 8.52490693643261e-05 4.476164424439858e-05 1.3630601609319697e-05
movement 0.00012065491487795756 9.624754869524416e-05 0.0002841635645477537 1.4920548081466192e-05 4.089180482795909e-05
emeri 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.00027851689752070226 4.543533869773232e-06
attract 0.0001085894233901618 0.00012030943586905521 9.472118818258456e-05 0.00012931141670604034 1.817413547909293e-05
found 0.00015685138934134482 7.218566152143313e-05 7.577695054606765e-05 0.00011936438465172954 3.634827095818586e-05
134 4.8261965951183025e-05 7.218566152143313e-05 2.8416356454775368e-05 1.4920548081466192e-05 0.000195371956400249
iraq 0.0005188161339752175 0.00012030943586905521 1.8944237636516913e-05 4.973516027155397e-06 1.3630601609319697e-05
fear 9.652393190236605e-05 0.00013234037945596074 0.0002557472080929783 3.978812821724318e-05 2.2717669348866162e-05
78 6.032745743897878e-05 9.624754869524416e-05 2.8416356454775368e-05 3.978812821724318e-05 0.00015902368544206313
sorghum 1.2065491487795756e-05 0.0006617018972798036 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
112 4.8261965951183025e-05 6.0154717934527604e-05 3.7888475273033827e-05 2.4867580135776987e-05 0.00018628488866070253
68 6.032745743897878e-05 6.0154717934527604e-05 9.472118818258457e-06 2.9841096162932385e-05 0.00019082842253047576
stabl 0.00014478589785354905 2.406188717381104e-05 0.00033152415863904594 9.947032054310794e-06 3.634827095818586e-05
ccc 1.2065491487795756e-05 0.0006617018972798036 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
feet 0.0005308816254630133 2.406188717381104e-05 9.472118818258457e-06 3.978812821724318e-05 1.817413547909293e-05
soft 2.4130982975591512e-05 0.0005052996306500318 3.7888475273033827e-05 2.9841096162932385e-05 2.2717669348866162e-05
subcommitte 8.445844041457029e-05 0.000276711702498827 0.00010419330700084302 7.957625643448636e-05 4.543533869773232e-06
remark 8.445844041457029e-05 6.0154717934527604e-05 0.00035994051509382133 1.989406410862159e-05 1.817413547909293e-05
assum 0.0001085894233901618 4.812377434762208e-05 3.7888475273033827e-05 0.00011439086862457415 8.178360965591818e-05
along 0.00016891688082914058 0.0001684332102166773 4.736059409129228e-05 8.454977246164176e-05 3.634827095818586e-05
though 0.00013272040636575332 0.00013234037945596074 0.00012313754463735992 3.978812821724318e-05 6.815300804659849e-05
99 1.2065491487795756e-05 0.00012030943586905521 9.472118818258457e-06 8.952328848879716e-05 0.0001272189483536505
matur 2.4130982975591512e-05 2.406188717381104e-05 0.0003978289903668552 3.978812821724318e-05 1.817413547909293e-05
launch 9.652393190236605e-05 6.0154717934527604e-05 9.472118818258456e-05 0.00011439086862457415 5.452240643727879e-05
togeth 8.445844041457029e-05 3.6092830760716566e-05 8.52490693643261e-05 0.00013925844876035113 4.9978872567505556e-05
iv 1.2065491487795756e-05 8.421660510833865e-05 9.472118818258457e-06 0.00023872876930345908 4.543533869773232e-06
preliminari 8.445844041457029e-05 0.00012030943586905521 3.7888475273033827e-05 0.00011439086862457415 6.360947417682525e-05
chanc 9.652393190236605e-05 0.00013234037945596074 0.0002368029704564614 4.476164424439858e-05 2.2717669348866162e-05
everi 8.445844041457029e-05 9.624754869524416e-05 4.736059409129228e-05 9.449680451595255e-05 8.632714352569142e-05
greec 0.0005067506424874217 0.00015640226662977177 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
shell 0.0004464231850484429 1.203094358690552e-05 9.472118818258457e-06 1.989406410862159e-05 6.815300804659849e-05
csr 9.652393190236605e-05 1.203094358690552e-05 9.472118818258457e-06 0.00023375525327630367 4.543533869773232e-06
particularli 0.00012065491487795756 0.00014437132304286626 6.630483172780919e-05 5.4708676298709375e-05 7.724007578614495e-05
repay 0.00016891688082914058 6.0154717934527604e-05 8.52490693643261e-05 8.952328848879716e-05 4.9978872567505556e-05
oblig 8.445844041457029e-05 6.0154717934527604e-05 6.630483172780919e-05 9.947032054310795e-05 8.178360965591818e-05
tanker 0.0006274055573653793 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 9.087067739546465e-06
moscow 4.8261965951183025e-05 0.0005774852921714651 9.472118818258457e-06 9.947032054310794e-06 9.087067739546465e-06
distil 0.0005308816254630133 1.203094358690552e-05 9.472118818258457e-06 4.476164424439858e-05 9.087067739546465e-06
withdraw 0.00012065491487795756 1.203094358690552e-05 1.8944237636516913e-05 0.00016909954492328353 4.5435338697732324e-05
herrington 0.000639471048853175 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
white 0.00031370277868268963 0.00012030943586905521 4.736059409129228e-05 7.460274040733096e-05 4.543533869773232e-06
matter 7.239294892677453e-05 0.0001684332102166773 0.00012313754463735992 9.947032054310795e-05 1.817413547909293e-05
grade 0.0005188161339752175 0.00010827849228214969 9.472118818258457e-06 9.947032054310794e-06 9.087067739546465e-06
66 2.4130982975591512e-05 3.6092830760716566e-05 2.8416356454775368e-05 5.968219232586477e-05 0.0001681107531816096
cpc 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.0002287817372491483 3.634827095818586e-05
significantli 6.032745743897878e-05 8.421660510833865e-05 9.472118818258456e-05 4.476164424439858e-05 0.00011358834674433081
sheet 1.2065491487795756e-05 1.203094358690552e-05 6.630483172780919e-05 4.9735160271553974e-05 0.0001681107531816096
deni 0.00014478589785354905 8.421660510833865e-05 0.00011366542581910147 9.449680451595255e-05 2.7261203218639394e-05
spring 0.00013272040636575332 0.0004210830255416932 1.8944237636516913e-05 2.4867580135776987e-05 1.3630601609319697e-05
side 0.00015685138934134482 6.0154717934527604e-05 0.00014208178227387684 7.957625643448636e-05 3.180473708841263e-05
adopt 8.445844041457029e-05 6.0154717934527604e-05 0.0001515539010921353 6.962922438017557e-05 6.360947417682525e-05
dri 3.6196474463387263e-05 0.0005293615178238429 4.736059409129228e-05 4.973516027155397e-06 1.3630601609319697e-05
101 4.8261965951183025e-05 6.0154717934527604e-05 2.8416356454775368e-05 2.9841096162932385e-05 0.00017265428705138283
subordin 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.0001740730609504389 8.178360965591818e-05
serv 3.6196474463387263e-05 7.218566152143313e-05 8.52490693643261e-05 0.00016412602889612812 2.2717669348866162e-05
doubl 6.032745743897878e-05 7.218566152143313e-05 7.577695054606765e-05 5.968219232586477e-05 0.00011358834674433081
itself 0.00012065491487795756 2.406188717381104e-05 0.00010419330700084302 0.00011936438465172954 4.089180482795909e-05
remov 9.652393190236605e-05 4.812377434762208e-05 0.00014208178227387684 9.947032054310795e-05 4.089180482795909e-05
strategi 8.445844041457029e-05 1.203094358690552e-05 6.630483172780919e-05 0.00013428493273319572 6.360947417682525e-05
morgan 3.6196474463387263e-05 1.203094358690552e-05 8.52490693643261e-05 9.947032054310795e-05 0.00010450127900478434
pension 1.2065491487795756e-05 2.406188717381104e-05 5.6832712909550736e-05 3.978812821724318e-05 0.00017719782092115606
brazilian 0.00013272040636575332 7.218566152143313e-05 5.6832712909550736e-05 1.989406410862159e-05 0.00013176248222342374
strateg 0.00026544081273150664 2.406188717381104e-05 9.472118818258457e-06 9.449680451595255e-05 5.452240643727879e-05
video 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.0001889936090319051 6.815300804659849e-05
alli 8.445844041457029e-05 1.203094358690552e-05 7.577695054606765e-05 0.0001591525128689727 3.634827095818586e-05
telecom 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.0001889936090319051 6.815300804659849e-05
thing 3.6196474463387263e-05 0.00010827849228214969 0.00012313754463735992 0.00011936438465172954 2.7261203218639394e-05
introduc 7.239294892677453e-05 0.0002285879281512049 0.00010419330700084302 3.978812821724318e-05 4.9978872567505556e-05
legisl 0.00013272040636575332 0.0003248354768464491 8.52490693643261e-05 1.989406410862159e-05 1.817413547909293e-05
know 0.00013272040636575332 0.00010827849228214969 7.577695054606765e-05 0.00010444383657026334 2.7261203218639394e-05
61 3.6196474463387263e-05 4.812377434762208e-05 9.472118818258457e-06 3.978812821724318e-05 0.00017719782092115606
qtrli 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 0.00023172022735843485
occur 9.652393190236605e-05 8.421660510833865e-05 0.00018944237636516913 4.9735160271553974e-05 4.5435338697732324e-05
114 4.8261965951183025e-05 2.406188717381104e-05 5.6832712909550736e-05 3.481461219008778e-05 0.00016356721931183637
integr 2.4130982975591512e-05 4.812377434762208e-05 5.6832712909550736e-05 0.00016412602889612812 4.5435338697732324e-05
richard 4.8261965951183025e-05 0.00030077358967263803 3.7888475273033827e-05 7.460274040733096e-05 3.180473708841263e-05
monthli 0.00012065491487795756 0.00012030943586905521 7.577695054606765e-05 1.4920548081466192e-05 0.00010904481287455758
exxon 0.0005308816254630133 1.203094358690552e-05 9.472118818258457e-06 2.9841096162932385e-05 1.3630601609319697e-05
feedgrain 1.2065491487795756e-05 0.0006135781229321816 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
spot 0.0004464231850484429 7.218566152143313e-05 9.472118818258456e-05 4.973516027155397e-06 4.543533869773232e-06
dart 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.00025364931738492525 4.543533869773232e-06
stimul 9.652393190236605e-05 4.812377434762208e-05 0.0003694126339120798 4.973516027155397e-06 9.087067739546465e-06
newli 2.4130982975591512e-05 1.203094358690552e-05 7.577695054606765e-05 0.0001840200930047497 2.7261203218639394e-05
yr 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 0.00022717669348866162
350 8.445844041457029e-05 8.421660510833865e-05 0.00013260966345561838 5.968219232586477e-05 6.360947417682525e-05
wholli 2.4130982975591512e-05 1.203094358690552e-05 9.472118818258457e-06 0.00020888767314052668 3.634827095818586e-05
freight 1.2065491487795756e-05 0.0003248354768464491 1.8944237636516913e-05 8.952328848879716e-05 2.7261203218639394e-05
spain 6.032745743897878e-05 0.00026468075891192147 0.0001515539010921353 4.476164424439858e-05 9.087067739546465e-06
104 1.2065491487795756e-05 3.6092830760716566e-05 4.736059409129228e-05 1.4920548081466192e-05 0.00019082842253047576
stand 7.239294892677453e-05 0.00012030943586905521 0.00018944237636516913 6.465570835302017e-05 2.2717669348866162e-05
big 6.032745743897878e-05 9.624754869524416e-05 0.0001515539010921353 5.4708676298709375e-05 6.360947417682525e-05
tool 9.652393190236605e-05 6.0154717934527604e-05 9.472118818258457e-06 0.0001840200930047497 1.3630601609319697e-05
appeal 9.652393190236605e-05 9.624754869524416e-05 3.7888475273033827e-05 0.00014423196478750654 2.2717669348866162e-05
join 6.032745743897878e-05 6.0154717934527604e-05 0.0001704981387286522 0.00010941735259741875 1.817413547909293e-05
river 0.00014478589785354905 0.00020452604097739385 9.472118818258457e-06 9.449680451595255e-05 2.2717669348866162e-05
johnson 2.4130982975591512e-05 8.421660510833865e-05 0.0001704981387286522 9.449680451595255e-05 3.634827095818586e-05
round 0.00022924433826811936 7.218566152143313e-05 0.00022733085163820295 4.973516027155397e-06 1.817413547909293e-05
api 0.0006032745743897878 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
comdata 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.00024867580135776987 4.543533869773232e-06
148 2.4130982975591512e-05 3.6092830760716566e-05 0.00012313754463735992 3.481461219008778e-05 0.0001272189483536505
halt 0.0002171788467803236 9.624754869524416e-05 9.472118818258456e-05 4.9735160271553974e-05 3.180473708841263e-05
known 8.445844041457029e-05 0.00013234037945596074 4.736059409129228e-05 0.00011439086862457415 3.180473708841263e-05
compet 2.4130982975591512e-05 9.624754869524416e-05 2.8416356454775368e-05 0.00016909954492328353 2.7261203218639394e-05
106 2.4130982975591512e-05 1.203094358690552e-05 5.6832712909550736e-05 1.4920548081466192e-05 0.00018628488866070253
incent 0.0003619647446338727 9.624754869524416e-05 4.736059409129228e-05 2.9841096162932385e-05 1.817413547909293e-05
recov 0.00015685138934134482 7.218566152143313e-05 7.577695054606765e-05 4.476164424439858e-05 7.724007578614495e-05
fact 0.0001085894233901618 8.421660510833865e-05 0.00014208178227387684 5.4708676298709375e-05 4.9978872567505556e-05
ohio 3.6196474463387263e-05 3.6092830760716566e-05 9.472118818258457e-06 0.0001740730609504389 4.9978872567505556e-05
neg 6.032745743897878e-05 0.00012030943586905521 0.00014208178227387684 9.947032054310794e-06 9.541421126523788e-05
9 1.2065491487795756e-05 4.812377434762208e-05 0.0001704981387286522 7.957625643448636e-05 6.360947417682525e-05
shortterm 6.032745743897878e-05 1.203094358690552e-05 0.0002746914457294952 4.9735160271553974e-05 3.634827095818586e-05
seem 4.8261965951183025e-05 7.218566152143313e-05 0.0002841635645477537 5.4708676298709375e-05 9.087067739546465e-06
favour 0.00013272040636575332 0.00010827849228214969 0.0001704981387286522 5.968219232586477e-05 1.3630601609319697e-05
lehman 6.032745743897878e-05 2.406188717381104e-05 7.577695054606765e-05 0.0001740730609504389 1.3630601609319697e-05
writeoff 1.2065491487795756e-05 1.203094358690552e-05 4.736059409129228e-05 9.947032054310794e-06 0.00019991549027002222
62 1.2065491487795756e-05 1.203094358690552e-05 3.7888475273033827e-05 7.460274040733096e-05 0.00014539308383274344
wait 0.00012065491487795756 0.00018046415380358282 8.52490693643261e-05 7.957625643448636e-05 1.3630601609319697e-05
doubt 1.2065491487795756e-05 3.6092830760716566e-05 0.00020838661400168605 6.465570835302017e-05 6.360947417682525e-05
storag 0.00018098237231693634 0.00028874264608573253 9.472118818258457e-06 4.9735160271553974e-05 1.3630601609319697e-05
prove 0.0003016372871948939 7.218566152143313e-05 9.472118818258456e-05 3.978812821724318e-05 1.817413547909293e-05
resort 3.6196474463387263e-05 2.406188717381104e-05 4.736059409129228e-05 0.0002039141571133713 9.087067739546465e-06
icahn 2.4130982975591512e-05 1.203094358690552e-05 9.472118818258457e-06 0.00023872876930345908 4.543533869773232e-06
david 3.6196474463387263e-05 6.0154717934527604e-05 8.52490693643261e-05 0.00010941735259741875 5.906594030705202e-05
object 6.032745743897878e-05 0.00010827849228214969 0.0001704981387286522 6.962922438017557e-05 2.7261203218639394e-05
hurt 9.652393190236605e-05 0.00014437132304286626 0.00010419330700084302 2.4867580135776987e-05 7.269654191637172e-05
130 3.6196474463387263e-05 7.218566152143313e-05 1.8944237636516913e-05 3.978812821724318e-05 0.00014993661770251667
investig 3.6196474463387263e-05 3.6092830760716566e-05 9.472118818258457e-06 0.00014423196478750654 7.269654191637172e-05
qualifi 0.0001085894233901618 2.406188717381104e-05 9.472118818258457e-06 2.4867580135776987e-05 0.00015902368544206313
basic 4.8261965951183025e-05 0.00013234037945596074 0.00013260966345561838 3.481461219008778e-05 7.269654191637172e-05
450 3.6196474463387263e-05 0.00010827849228214969 0.00011366542581910147 6.465570835302017e-05 6.815300804659849e-05
170 3.6196474463387263e-05 6.0154717934527604e-05 0.0001515539010921353 4.9735160271553974e-05 8.178360965591818e-05
decreas 0.00014478589785354905 0.0001684332102166773 4.736059409129228e-05 1.989406410862159e-05 7.724007578614495e-05
111 2.4130982975591512e-05 6.0154717934527604e-05 2.8416356454775368e-05 3.978812821724318e-05 0.0001544801515722899
formal 3.6196474463387263e-05 8.421660510833865e-05 9.472118818258456e-05 0.00012931141670604034 2.7261203218639394e-05
ground 9.652393190236605e-05 9.624754869524416e-05 9.472118818258456e-05 9.947032054310795e-05 2.7261203218639394e-05
300000 0.00012065491487795756 0.0002285879281512049 9.472118818258457e-06 4.476164424439858e-05 5.906594030705202e-05
st 2.4130982975591512e-05 0.00014437132304286626 1.8944237636516913e-05 0.00010941735259741875 6.360947417682525e-05
178 3.6196474463387263e-05 7.218566152143313e-05 9.472118818258457e-06 1.989406410862159e-05 0.00017265428705138283
sun 0.00013272040636575332 1.203094358690552e-05 9.472118818258457e-06 0.00010941735259741875 7.724007578614495e-05
mile 0.00031370277868268963 2.406188717381104e-05 9.472118818258457e-06 2.9841096162932385e-05 7.724007578614495e-05
petrobra 0.0005791435914141962 1.203094358690552e-05 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
refus 0.00015685138934134482 7.218566152143313e-05 0.00016102601991039377 6.962922438017557e-05 9.087067739546465e-06
enabl 3.6196474463387263e-05 8.421660510833865e-05 4.736059409129228e-05 0.00010444383657026334 7.269654191637172e-05
role 0.00013272040636575332 4.812377434762208e-05 0.0001704981387286522 6.962922438017557e-05 2.2717669348866162e-05
116 4.8261965951183025e-05 1.203094358690552e-05 3.7888475273033827e-05 1.989406410862159e-05 0.00017719782092115606
warn 0.00024130982975591512 7.218566152143313e-05 0.0001515539010921353 2.9841096162932385e-05 1.3630601609319697e-05
82 2.4130982975591512e-05 3.6092830760716566e-05 1.8944237636516913e-05 6.962922438017557e-05 0.00013630601609319697
ton 0.00015685138934134482 0.00026468075891192147 9.472118818258457e-06 5.4708676298709375e-05 1.817413547909293e-05
justic 4.8261965951183025e-05 4.812377434762208e-05 9.472118818258457e-06 0.00019396712505906051 1.3630601609319697e-05
whole 0.00014478589785354905 0.00012030943586905521 9.472118818258456e-05 4.9735160271553974e-05 4.089180482795909e-05
1990 0.0001930478638047321 0.0002285879281512049 1.8944237636516913e-05 2.4867580135776987e-05 4.089180482795909e-05
access 4.8261965951183025e-05 0.00014437132304286626 3.7888475273033827e-05 0.00011936438465172954 3.180473708841263e-05
98 9.652393190236605e-05 4.812377434762208e-05 2.8416356454775368e-05 8.952328848879716e-05 8.178360965591818e-05
200000 0.0001085894233901618 0.0002285879281512049 1.8944237636516913e-05 7.460274040733096e-05 2.7261203218639394e-05
89 1.2065491487795756e-05 4.812377434762208e-05 9.472118818258457e-06 2.4867580135776987e-05 0.0001817413547909293
128 1.2065491487795756e-05 9.624754869524416e-05 1.8944237636516913e-05 4.476164424439858e-05 0.0001408495499629702
152 2.4130982975591512e-05 8.421660510833865e-05 7.577695054606765e-05 1.989406410862159e-05 0.00013630601609319697
drain 2.4130982975591512e-05 2.406188717381104e-05 0.00040730110918511364 4.973516027155397e-06 1.3630601609319697e-05
satisfactori 1.2065491487795756e-05 1.203094358690552e-05 6.630483172780919e-05 7.957625643448636e-05 0.00011813188061410404
premium 2.4130982975591512e-05 0.00010827849228214969 9.472118818258457e-06 0.00010444383657026334 8.178360965591818e-05
136 1.2065491487795756e-05 3.6092830760716566e-05 6.630483172780919e-05 4.476164424439858e-05 0.0001408495499629702
licens 8.445844041457029e-05 3.6092830760716566e-05 5.6832712909550736e-05 0.00014423196478750654 2.7261203218639394e-05
drought 1.2065491487795756e-05 0.0005654543485845595 9.472118818258457e-06 4.973516027155397e-06 4.543533869773232e-06
owner 3.6196474463387263e-05 2.406188717381104e-05 9.472118818258457e-06 0.0001740730609504389 4.5435338697732324e-05
ecu 1.2065491487795756e-05 0.0004571758563024098 9.472118818258456e-05 4.973516027155397e-06 4.543533869773232e-06
brought 0.00013272040636575332 0.00010827849228214969 0.00013260966345561838 3.978812821724318e-05 3.634827095818586e-05
reform 9.652393190236605e-05 9.624754869524416e-05 0.00013260966345561838 3.481461219008778e-05 5.906594030705202e-05
stage 7.239294892677453e-05 0.00015640226662977177 8.52490693643261e-05 4.476164424439858e-05 5.906594030705202e-05
partial 7.239294892677453e-05 7.218566152143313e-05 1.8944237636516913e-05 6.962922438017557e-05 9.995774513501111e-05
extens 0.00014478589785354905 9.624754869524416e-05 1.8944237636516913e-05 0.00011439086862457415 2.2717669348866162e-05
organis 0.00014478589785354905 7.218566152143313e-05 8.52490693643261e-05 8.454977246164176e-05 2.7261203218639394e-05
via 2.4130982975591512e-05 8.421660510833865e-05 0.0003031078021842706 1.989406410862159e-05 2.2717669348866162e-05
violat 9.652393190236605e-05 4.812377434762208e-05 9.472118818258457e-06 0.00014423196478750654 3.634827095818586e-05
swedish 9.652393190236605e-05 1.203094358690552e-05 1.8944237636516913e-05 0.00015417899684181733 3.634827095818586e-05
retir 2.4130982975591512e-05 6.0154717934527604e-05 9.472118818258457e-06 7.460274040733096e-05 0.00012267541448387727
arbitrag 1.2065491487795756e-05 1.203094358690552e-05 2.8416356454775368e-05 0.00020888767314052668 1.3630601609319697e-05
avoid 0.0001930478638047321 9.624754869524416e-05 0.00010419330700084302 5.968219232586477e-05 1.3630601609319697e-05
job 0.00013272040636575332 3.6092830760716566e-05 0.00014208178227387684 3.978812821724318e-05 5.906594030705202e-05
technic 0.0001085894233901618 4.812377434762208e-05 0.0001704981387286522 4.9735160271553974e-05 4.089180482795909e-05
respond 8.445844041457029e-05 6.0154717934527604e-05 0.00010419330700084302 9.449680451595255e-05 3.634827095818586e-05
59 1.2065491487795756e-05 4.812377434762208e-05 9.472118818258457e-06 7.460274040733096e-05 0.00013176248222342374
hour 6.032745743897878e-05 8.421660510833865e-05 0.0001989144951834276 7.460274040733096e-05 9.087067739546465e-06
117 4.8261965951183025e-05 1.203094358690552e-05 1.8944237636516913e-05 3.978812821724318e-05 0.00015902368544206313
marin 0.00015685138934134482 1.203094358690552e-05 3.7888475273033827e-05 0.00010444383657026334 4.9978872567505556e-05
realiz 2.4130982975591512e-05 3.6092830760716566e-05 1.8944237636516913e-05 5.4708676298709375e-05 0.00014539308383274344
hk 1.2065491487795756e-05 1.203094358690552e-05 2.8416356454775368e-05 0.00010444383657026334 0.00010904481287455758
am 9.652393190236605e-05 1.203094358690552e-05 5.6832712909550736e-05 5.4708676298709375e-05 0.00010904481287455758
800 7.239294892677453e-05 2.406188717381104e-05 0.0001989144951834276 6.962922438017557e-05 3.180473708841263e-05
shift 4.8261965951183025e-05 0.00013234037945596074 0.00021785873281994448 1.989406410862159e-05 3.180473708841263e-05
regard 6.032745743897878e-05 7.218566152143313e-05 0.00013260966345561838 0.00010444383657026334 1.3630601609319697e-05
94 0.0001085894233901618 1.203094358690552e-05 1.8944237636516913e-05 4.476164424439858e-05 0.0001272189483536505
depress 0.0001085894233901618 0.00012030943586905521 8.52490693643261e-05 2.4867580135776987e-05 7.269654191637172e-05
entertain 1.2065491487795756e-05 1.203094358690552e-05 1.8944237636516913e-05 0.00014423196478750654 7.269654191637172e-05
30000 0.00013272040636575332 0.0002526498153250159 9.472118818258457e-06 3.978812821724318e-05 3.634827095818586e-05
deputi 0.0002171788467803236 0.0001684332102166773 9.472118818258456e-05 1.989406410862159e-05 1.3630601609319697e-05
abil 0.00013272040636575332 4.812377434762208e-05 3.7888475273033827e-05 6.962922438017557e-05 7.269654191637172e-05
87 4.8261965951183025e-05 4.812377434762208e-05 1.8944237636516913e-05 2.9841096162932385e-05 0.00014993661770251667
reorgan 4.8261965951183025e-05 8.421660510833865e-05 9.472118818258457e-06 6.465570835302017e-05 0.00010904481287455758
aviat 2.4130982975591512e-05 1.203094358690552e-05 9.472118818258457e-06 0.0001740730609504389 4.5435338697732324e-05
turkey 0.0004464231850484429 8.421660510833865e-05 2.8416356454775368e-05 4.973516027155397e-06 4.543533869773232e-06
180 0.0001085894233901618 4.812377434762208e-05 8.52490693643261e-05 3.481461219008778e-05 9.087067739546465e-05
yeutter 1.2065491487795756e-05 0.0001684332102166773 0.0002841635645477537 1.4920548081466192e-05 4.543533869773232e-06
97 4.8261965951183025e-05 3.6092830760716566e-05 2.8416356454775368e-05 4.9735160271553974e-05 0.00013176248222342374
ferruzzi 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.00022380822122199288 4.543533869773232e-06
especi 2.4130982975591512e-05 8.421660510833865e-05 0.00020838661400168605 2.9841096162932385e-05 4.9978872567505556e-05
locat 7.239294892677453e-05 3.6092830760716566e-05 2.8416356454775368e-05 0.00013925844876035113 3.634827095818586e-05
96 1.2065491487795756e-05 4.812377434762208e-05 1.8944237636516913e-05 8.454977246164176e-05 0.00010904481287455758
cotton 1.2065491487795756e-05 0.0004571758563024098 9.472118818258457e-06 3.481461219008778e-05 4.543533869773232e-06
92 1.2065491487795756e-05 0.00018046415380358282 9.472118818258457e-06 3.481461219008778e-05 0.00010904481287455758
81 2.4130982975591512e-05 2.406188717381104e-05 2.8416356454775368e-05 3.978812821724318e-05 0.00014993661770251667
southwest 7.239294892677453e-05 4.812377434762208e-05 9.472118818258457e-06 0.00012931141670604034 4.9978872567505556e-05
suffer 0.0001085894233901618 0.00013234037945596074 6.630483172780919e-05 2.4867580135776987e-05 7.269654191637172e-05
102 7.239294892677453e-05 7.218566152143313e-05 4.736059409129228e-05 1.989406410862159e-05 0.00012267541448387727
tuesday 0.00012065491487795756 8.421660510833865e-05 0.00016102601991039377 4.9735160271553974e-05 1.817413547909293e-05
kansa 4.8261965951183025e-05 0.00024061887173811041 9.472118818258457e-06 9.449680451595255e-05 1.817413547909293e-05
instrument 1.2065491487795756e-05 2.406188717381104e-05 0.0001515539010921353 8.952328848879716e-05 4.9978872567505556e-05
lynch 1.2065491487795756e-05 3.6092830760716566e-05 6.630483172780919e-05 0.00016412602889612812 1.817413547909293e-05
saw 0.00013272040636575332 6.0154717934527604e-05 8.52490693643261e-05 3.978812821724318e-05 6.815300804659849e-05
100000 0.0001930478638047321 0.00020452604097739385 9.472118818258457e-06 3.978812821724318e-05 2.7261203218639394e-05
regist 6.032745743897878e-05 9.624754869524416e-05 1.8944237636516913e-05 5.968219232586477e-05 9.541421126523788e-05
mutual 1.2065491487795756e-05 2.406188717381104e-05 2.8416356454775368e-05 0.00016909954492328353 3.634827095818586e-05
lo 1.2065491487795756e-05 3.6092830760716566e-05 9.472118818258457e-06 0.0001889936090319051 2.2717669348866162e-05
aerospac 1.2065491487795756e-05 1.203094358690552e-05 1.8944237636516913e-05 0.0001740730609504389 4.089180482795909e-05
specialti 1.2065491487795756e-05 1.203094358690552e-05 9.472118818258457e-06 0.00012931141670604034 8.632714352569142e-05
portion 4.8261965951183025e-05 3.6092830760716566e-05 1.8944237636516913e-05 0.00012931141670604034 5.906594030705202e-05
bell 1.2065491487795756e-05 2.406188717381104e-05 9.472118818258457e-06 0.00011439086862457415 9.541421126523788e-05
entitl 6.032745743897878e-05 3.6092830760716566e-05 1.8944237636516913e-05 0.00012433790067888493 5.906594030705202e-05
switch 7.239294892677453e-05 0.00030077358967263803 3.7888475273033827e-05 4.476164424439858e-05 1.817413547909293e-05
illinoi 2.4130982975591512e-05 0.0001684332102166773 9.472118818258457e-06 8.454977246164176e-05 6.360947417682525e-05
113 1.2065491487795756e-05 2.406188717381104e-05 1.8944237636516913e-05 2.4867580135776987e-05 0.0001681107531816096
